Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Desi Biryani,"Adyar, Chennai",Adyar,Chennai,Street Food,4.6,7961,2726
Tandoori Bistro,"Viman Nagar, Pune",Viman Nagar,Pune,"Japanese, Chinese, Fusion",4.6,4957,435
Desi Biryani,"Jayanagar, Bangalore",Jayanagar,Bangalore,Thai,3.7,5705,2953
Royal Eatery,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,Fusion,4.7,9804,343
Tandoori Bistro,"Juhu, Mumbai",Juhu,Mumbai,"Japanese, Continental, Bengali",4.0,7766,1981
Urban Dhaba,"Indiranagar, Bangalore",Indiranagar,Bangalore,Jain,4.0,4779,362
Urban Bistro,"Indiranagar, Bangalore",Indiranagar,Bangalore,"South Indian, Fusion",3.3,6315,415
Desi Eatery,"New Town, Kolkata",New Town,Kolkata,"Fusion, Thai",3.9,5671,825
Herbal Dhaba,"Howrah, Kolkata",Howrah,Kolkata,"Fusion, South Indian, North Indian, Japanese",4.5,5033,2250
Urban Bistro,"Juhu, Mumbai",Juhu,Mumbai,Chinese,5.0,5713,584
Urban Bistro,"Koramangala, Bangalore",Koramangala,Bangalore,"Street Food, Chinese",4.0,5949,257
Royal Bistro,"Adyar, Chennai",Adyar,Chennai,Street Food,4.1,6466,2677
Tandoori Biryani,"Hinjewadi, Pune",Hinjewadi,Pune,Continental,3.4,1461,1623
Tandoori Eatery,"Park Street, Kolkata",Park Street,Kolkata,"Bengali, Mughlai, Assamese",3.0,7240,354
Royal Bistro,"Koregaon Park, Pune",Koregaon Park,Pune,"Jain, North Indian, Japanese",3.2,7521,2887
Tandoori Bistro,"Adyar, Chennai",Adyar,Chennai,"Thai, Continental, Mughlai, Fusion",4.7,1292,2686
Urban Eatery,"Whitefield, Bangalore",Whitefield,Bangalore,"Mughlai, Japanese, Continental",3.7,3764,2403
Herbal Bistro,"Velachery, Chennai",Velachery,Chennai,"Street Food, Japanese",4.1,6173,530
Royal Dhaba,"Baner, Pune",Baner,Pune,"Japanese, Assamese",4.9,5482,530
Herbal Bistro,"Koregaon Park, Pune",Koregaon Park,Pune,"Mughlai, Bengali, Jain",3.0,4916,2064
Urban Biryani,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"Continental, Japanese, South Indian, Chinese",3.4,8951,2288
Desi Cafe,"Whitefield, Bangalore",Whitefield,Bangalore,"Mughlai, Fusion, South Indian, Thai",3.6,7800,2411
Tandoori Bistro,"New Town, Kolkata",New Town,Kolkata,"Street Food, Fusion, Japanese",4.6,2056,1942
Tandoori Eatery,"Howrah, Kolkata",Howrah,Kolkata,"Fusion, Japanese",4.7,2216,738
Royal Eatery,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"Continental, Mughlai, Bengali",4.8,4689,388
Desi Eatery,"Hitech City, Hyderabad",Hitech City,Hyderabad,"Thai, Continental, Chinese",3.9,1682,2990
Herbal Cafe,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"Japanese, Jain, South Indian",4.1,6018,2577
Desi Cafe,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Chinese, Bengali, Street Food, Assamese",3.7,2340,1079
Royal Bistro,"T. Nagar, Chennai",T. Nagar,Chennai,Assamese,4.9,3263,1399
Herbal Cafe,"T. Nagar, Chennai",T. Nagar,Chennai,"Continental, Fusion, Assamese, Chinese",4.1,1885,969
Tandoori Cafe,"Hitech City, Hyderabad",Hitech City,Hyderabad,"South Indian, Japanese, Assamese",3.5,2473,1898
Herbal Bistro,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Continental, Chinese, Mughlai, North Indian",4.7,6262,1818
Urban Dhaba,"Powai, Mumbai",Powai,Mumbai,"South Indian, Mughlai, Street Food, Thai",4.6,2890,1754
Urban Bistro,"New Town, Kolkata",New Town,Kolkata,"South Indian, Thai, Continental",3.1,9794,2582
Royal Eatery,"Baner, Pune",Baner,Pune,Jain,4.2,3427,2478
Desi Eatery,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"Assamese, Fusion",4.2,7979,1031
Tandoori Biryani,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Chinese, Fusion",3.5,4002,1537
Desi Biryani,"Park Street, Kolkata",Park Street,Kolkata,Chinese,4.9,1383,1488
Tandoori Bistro,"Howrah, Kolkata",Howrah,Kolkata,"Japanese, Street Food, Assamese",3.9,9911,331
Herbal Biryani,"Adyar, Chennai",Adyar,Chennai,"Jain, Bengali, North Indian, Mughlai",3.9,8973,1446
Urban Biryani,"Howrah, Kolkata",Howrah,Kolkata,"Bengali, Thai, Assamese, Mughlai",4.6,1415,1234
Herbal Eatery,"Andheri, Mumbai",Andheri,Mumbai,"Street Food, Bengali",4.2,5852,1119
Desi Biryani,"Andheri, Mumbai",Andheri,Mumbai,"Jain, Chinese, Fusion",3.9,5428,1929
Urban Bistro,"Whitefield, Bangalore",Whitefield,Bangalore,"South Indian, Jain, Continental, Street Food",3.5,8564,2106
Tandoori Dhaba,"Whitefield, Bangalore",Whitefield,Bangalore,"Continental, Street Food, Thai, North Indian",4.1,6639,1772
Royal Dhaba,"Koregaon Park, Pune",Koregaon Park,Pune,"Bengali, Fusion, Jain, Japanese",4.3,8100,1831
Urban Bistro,"Hinjewadi, Pune",Hinjewadi,Pune,"North Indian, Jain, Japanese, Fusion",3.7,4372,2709
Herbal Eatery,"Bandra, Mumbai",Bandra,Mumbai,"Mughlai, Japanese, Jain",3.1,9136,2867
Desi Biryani,"Hinjewadi, Pune",Hinjewadi,Pune,"Jain, North Indian, Street Food, Assamese",3.7,3567,2356
Herbal Eatery,"Whitefield, Bangalore",Whitefield,Bangalore,Street Food,4.9,5256,1452
Royal Eatery,"Adyar, Chennai",Adyar,Chennai,Bengali,3.1,8220,752
Royal Bistro,"Juhu, Mumbai",Juhu,Mumbai,"Fusion, North Indian",3.9,8181,1775
Royal Cafe,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"Bengali, Thai, North Indian",3.4,3480,524
Urban Cafe,"Viman Nagar, Pune",Viman Nagar,Pune,Street Food,3.7,5819,1042
Urban Eatery,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"Mughlai, Bengali, Thai",4.8,9086,901
Tandoori Dhaba,"Powai, Mumbai",Powai,Mumbai,Japanese,4.9,5744,1757
Herbal Biryani,"Adyar, Chennai",Adyar,Chennai,"North Indian, Assamese, Thai",4.9,7196,1103
Royal Dhaba,"Koramangala, Bangalore",Koramangala,Bangalore,"Jain, Assamese, North Indian, Japanese",4.1,881,908
Urban Dhaba,"Velachery, Chennai",Velachery,Chennai,"Fusion, Assamese",3.5,6289,2509
Desi Eatery,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,Continental,3.3,4865,2427
Urban Bistro,"Park Street, Kolkata",Park Street,Kolkata,"Continental, Mughlai, North Indian",3.2,9589,482
Herbal Cafe,"T. Nagar, Chennai",T. Nagar,Chennai,South Indian,3.9,5157,413
Royal Eatery,"Jayanagar, Bangalore",Jayanagar,Bangalore,"North Indian, South Indian, Mughlai",3.8,3814,1678
Desi Bistro,"Indiranagar, Bangalore",Indiranagar,Bangalore,Chinese,4.4,6267,493
Desi Dhaba,"Koramangala, Bangalore",Koramangala,Bangalore,"South Indian, North Indian, Mughlai",3.6,5114,1583
Desi Cafe,"Whitefield, Bangalore",Whitefield,Bangalore,"North Indian, Mughlai, South Indian, Jain",3.2,3429,1737
Desi Cafe,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Fusion, Street Food, Japanese",3.5,735,1434
Urban Eatery,"Andheri, Mumbai",Andheri,Mumbai,Thai,3.6,7590,894
Tandoori Bistro,"Jayanagar, Bangalore",Jayanagar,Bangalore,Fusion,3.0,4665,2287
Desi Cafe,"Baner, Pune",Baner,Pune,"Thai, Assamese, Chinese",3.4,8389,2203
Urban Eatery,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Continental, North Indian, South Indian, Street Food",3.1,1660,642
Desi Dhaba,"New Town, Kolkata",New Town,Kolkata,South Indian,3.1,386,530
Royal Eatery,"Koregaon Park, Pune",Koregaon Park,Pune,South Indian,4.9,7419,2025
Desi Biryani,"Park Street, Kolkata",Park Street,Kolkata,"Chinese, Mughlai",3.9,5911,2502
Herbal Biryani,"Hitech City, Hyderabad",Hitech City,Hyderabad,"Japanese, Bengali, North Indian",4.0,8587,862
Herbal Eatery,"Hitech City, Hyderabad",Hitech City,Hyderabad,Continental,3.9,3628,1441
Desi Eatery,"Whitefield, Bangalore",Whitefield,Bangalore,"Jain, Bengali",4.5,8726,2291
Urban Biryani,"Bandra, Mumbai",Bandra,Mumbai,"North Indian, Jain",4.4,1714,1995
Tandoori Biryani,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,"North Indian, Fusion, Continental, Bengali",3.6,6968,1019
Royal Bistro,"Bandra, Mumbai",Bandra,Mumbai,"Bengali, Japanese, Mughlai, Jain",4.2,8784,1306
Herbal Eatery,"Koramangala, Bangalore",Koramangala,Bangalore,Continental,3.8,8983,1806
Urban Biryani,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,Chinese,4.4,8493,689
Tandoori Eatery,"Powai, Mumbai",Powai,Mumbai,Assamese,4.9,6542,2178
Urban Dhaba,"Whitefield, Bangalore",Whitefield,Bangalore,"Chinese, North Indian",4.1,9207,2799
Tandoori Cafe,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Jain, Bengali, Mughlai, Thai",3.1,6114,2337
Herbal Eatery,"New Town, Kolkata",New Town,Kolkata,"Continental, Jain, Fusion",3.6,8891,2940
Tandoori Biryani,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Thai, Street Food, Jain, Chinese",3.8,1777,2823
Herbal Dhaba,"Howrah, Kolkata",Howrah,Kolkata,Japanese,4.7,145,2326
Herbal Eatery,"Velachery, Chennai",Velachery,Chennai,"Mughlai, Thai",3.2,9123,1392
Urban Biryani,"Juhu, Mumbai",Juhu,Mumbai,Thai,3.9,1407,874
Desi Bistro,"T. Nagar, Chennai",T. Nagar,Chennai,"Assamese, Japanese, Continental, Street Food",3.7,8051,1885
Royal Dhaba,"Adyar, Chennai",Adyar,Chennai,Chinese,3.0,3272,2260
Desi Dhaba,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Street Food, South Indian",3.1,5914,978
Royal Cafe,"Andheri, Mumbai",Andheri,Mumbai,"South Indian, Mughlai, Thai, Street Food",4.6,3215,334
Herbal Biryani,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Assamese, Mughlai, Jain, Continental",3.2,7279,2187
Herbal Eatery,"Adyar, Chennai",Adyar,Chennai,"Bengali, Street Food, Mughlai, Japanese",4.3,9059,506
Herbal Dhaba,"New Town, Kolkata",New Town,Kolkata,"Continental, Japanese, Bengali, Assamese",3.8,1375,271
Urban Bistro,"Park Street, Kolkata",Park Street,Kolkata,"Mughlai, Bengali",3.1,7829,2971
Desi Cafe,"Juhu, Mumbai",Juhu,Mumbai,"Chinese, Japanese, Mughlai, Street Food",4.0,7739,650
Urban Cafe,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Bengali, South Indian, Japanese, Jain",3.2,8335,2083
Tandoori Eatery,"Hitech City, Hyderabad",Hitech City,Hyderabad,Chinese,4.3,6223,2820
Herbal Eatery,"T. Nagar, Chennai",T. Nagar,Chennai,"Bengali, Japanese, Chinese, Thai",3.5,3796,1821
Urban Dhaba,"Hinjewadi, Pune",Hinjewadi,Pune,"Street Food, Chinese",4.2,2281,2526
Desi Bistro,"Koregaon Park, Pune",Koregaon Park,Pune,"Street Food, Thai",4.7,834,1601
Urban Eatery,"New Town, Kolkata",New Town,Kolkata,"Mughlai, Japanese, Thai",4.8,3976,805
Tandoori Bistro,"Indiranagar, Bangalore",Indiranagar,Bangalore,Bengali,3.1,4205,831
Tandoori Dhaba,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Street Food, Assamese, North Indian",3.7,1861,455
Tandoori Cafe,"Andheri, Mumbai",Andheri,Mumbai,"Fusion, Assamese",3.8,8212,1049
Desi Bistro,"Whitefield, Bangalore",Whitefield,Bangalore,"Chinese, North Indian, Street Food, Continental",4.8,3889,629
Tandoori Dhaba,"Juhu, Mumbai",Juhu,Mumbai,Japanese,5.0,2197,2260
Herbal Dhaba,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,Street Food,3.8,2455,562
Herbal Cafe,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Street Food, Mughlai, Chinese",3.9,8683,1562
Royal Bistro,"Whitefield, Bangalore",Whitefield,Bangalore,"Thai, Assamese, South Indian",4.5,5192,1244
Royal Eatery,"T. Nagar, Chennai",T. Nagar,Chennai,Chinese,4.8,104,2317
Tandoori Cafe,"Koramangala, Bangalore",Koramangala,Bangalore,"Japanese, Continental",4.8,3582,1137
Desi Eatery,"New Town, Kolkata",New Town,Kolkata,"Assamese, Japanese, Fusion",4.7,4668,2126
Royal Dhaba,"Indiranagar, Bangalore",Indiranagar,Bangalore,Japanese,3.8,7294,2763
Royal Biryani,"T. Nagar, Chennai",T. Nagar,Chennai,Assamese,4.2,3613,1560
Herbal Eatery,"Powai, Mumbai",Powai,Mumbai,"Assamese, Street Food, North Indian, Fusion",4.9,731,656
Urban Biryani,"Juhu, Mumbai",Juhu,Mumbai,"Chinese, Street Food, North Indian, Jain",4.9,795,1413
Royal Dhaba,"Powai, Mumbai",Powai,Mumbai,"South Indian, Jain",4.0,6308,387
Royal Cafe,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,Bengali,5.0,7760,1106
Royal Bistro,"T. Nagar, Chennai",T. Nagar,Chennai,"Jain, Street Food, South Indian",3.3,1571,581
Herbal Eatery,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,Fusion,4.7,9234,2997
Desi Eatery,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"North Indian, Bengali",4.9,3202,2821
Desi Bistro,"Juhu, Mumbai",Juhu,Mumbai,"Chinese, Street Food, North Indian, South Indian",3.1,2632,2425
Urban Biryani,"Whitefield, Bangalore",Whitefield,Bangalore,Fusion,4.4,1929,1829
Tandoori Eatery,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"Chinese, Assamese, Thai",4.8,4066,1750
Desi Dhaba,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Chinese, North Indian, Continental",3.7,4166,473
Desi Bistro,"Howrah, Kolkata",Howrah,Kolkata,"Thai, Japanese, Assamese",3.4,2008,1441
Urban Eatery,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,Bengali,3.1,433,625
Tandoori Dhaba,"Park Street, Kolkata",Park Street,Kolkata,Assamese,3.2,4406,2346
Tandoori Bistro,"T. Nagar, Chennai",T. Nagar,Chennai,South Indian,4.2,4248,323
Herbal Bistro,"Koramangala, Bangalore",Koramangala,Bangalore,Chinese,3.3,8714,2259
Urban Dhaba,"Viman Nagar, Pune",Viman Nagar,Pune,"North Indian, Continental, Jain",3.3,7260,2371
Royal Eatery,"Andheri, Mumbai",Andheri,Mumbai,"Mughlai, Assamese, Bengali",4.4,7454,1975
Desi Dhaba,"Adyar, Chennai",Adyar,Chennai,"Jain, Fusion, Thai",4.2,5194,1395
Herbal Eatery,"T. Nagar, Chennai",T. Nagar,Chennai,"Assamese, North Indian, Continental, Jain",3.2,882,418
Herbal Dhaba,"Park Street, Kolkata",Park Street,Kolkata,"Assamese, Street Food, North Indian",4.1,7093,2437
Desi Bistro,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,"Fusion, Mughlai, North Indian, Jain",3.1,7500,2905
Royal Bistro,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Continental, Fusion",4.7,8986,1775
Royal Biryani,"Hinjewadi, Pune",Hinjewadi,Pune,"Japanese, Assamese, Chinese",3.3,1209,2107
Desi Eatery,"Baner, Pune",Baner,Pune,"Fusion, Chinese, Mughlai",3.3,6057,2526
Royal Biryani,"T. Nagar, Chennai",T. Nagar,Chennai,"Japanese, Chinese",3.1,7830,2860
Urban Dhaba,"Baner, Pune",Baner,Pune,"Jain, Japanese",4.0,6486,1531
Royal Eatery,"Howrah, Kolkata",Howrah,Kolkata,"Bengali, Assamese, Continental, Chinese",3.2,8702,535
Desi Biryani,"Hinjewadi, Pune",Hinjewadi,Pune,"Continental, Thai, Mughlai",4.4,1613,2210
Urban Cafe,"Viman Nagar, Pune",Viman Nagar,Pune,Bengali,3.5,443,1786
Herbal Cafe,"Bandra, Mumbai",Bandra,Mumbai,"Mughlai, Continental, Bengali",3.9,3794,1249
Desi Bistro,"Baner, Pune",Baner,Pune,"Continental, Jain, Chinese",5.0,815,1105
Royal Cafe,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,South Indian,3.8,3584,2878
Royal Biryani,"Hinjewadi, Pune",Hinjewadi,Pune,"Mughlai, Fusion, Continental",3.2,4498,2703
Tandoori Cafe,"Velachery, Chennai",Velachery,Chennai,"Fusion, North Indian, Japanese",4.7,246,2957
Herbal Cafe,"Bandra, Mumbai",Bandra,Mumbai,"South Indian, Continental, Fusion, Assamese",4.3,6037,874
Royal Bistro,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Japanese, Bengali, Assamese",5.0,828,2619
Urban Dhaba,"Koregaon Park, Pune",Koregaon Park,Pune,"Thai, Bengali, Street Food",3.9,5129,1425
Tandoori Dhaba,"Velachery, Chennai",Velachery,Chennai,"Bengali, Mughlai, South Indian",3.8,513,920
Royal Dhaba,"Viman Nagar, Pune",Viman Nagar,Pune,Fusion,4.7,1379,1196
Royal Bistro,"Adyar, Chennai",Adyar,Chennai,"Jain, Japanese",3.6,7684,1790
Urban Dhaba,"Bandra, Mumbai",Bandra,Mumbai,"North Indian, Jain, Assamese, Mughlai",4.5,1597,2945
Herbal Biryani,"T. Nagar, Chennai",T. Nagar,Chennai,Japanese,4.5,2949,2623
Royal Biryani,"Bandra, Mumbai",Bandra,Mumbai,Chinese,3.2,9583,1657
Tandoori Biryani,"Salt Lake, Kolkata",Salt Lake,Kolkata,North Indian,4.6,3211,2896
Urban Dhaba,"Bandra, Mumbai",Bandra,Mumbai,"North Indian, South Indian, Fusion, Chinese",4.4,5417,1138
Urban Bistro,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Fusion, Bengali",4.8,8646,2927
Herbal Biryani,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Thai, North Indian, Chinese",4.9,3246,569
Royal Bistro,"Velachery, Chennai",Velachery,Chennai,"North Indian, Mughlai, Chinese, Jain",3.9,7618,1348
Herbal Biryani,"Powai, Mumbai",Powai,Mumbai,"North Indian, Fusion, Chinese, South Indian",3.0,2825,468
Desi Eatery,"Juhu, Mumbai",Juhu,Mumbai,"Mughlai, Assamese, Jain, South Indian",4.2,9599,2539
Desi Eatery,"New Town, Kolkata",New Town,Kolkata,"Fusion, Street Food, North Indian, Bengali",3.4,1408,1000
Tandoori Eatery,"Hitech City, Hyderabad",Hitech City,Hyderabad,"Mughlai, Japanese, Bengali",3.3,9229,1807
Urban Eatery,"Koramangala, Bangalore",Koramangala,Bangalore,"Japanese, Bengali",3.6,7299,2008
Desi Biryani,"Andheri, Mumbai",Andheri,Mumbai,Bengali,4.5,3717,1479
Urban Bistro,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,"Japanese, South Indian, Jain",4.8,3067,2008
Herbal Bistro,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"South Indian, Assamese, Street Food, Chinese",3.6,8092,2147
Herbal Eatery,"New Town, Kolkata",New Town,Kolkata,"Fusion, Jain, North Indian",4.4,4826,2461
Royal Bistro,"Baner, Pune",Baner,Pune,"Fusion, Japanese, Assamese",3.9,4543,696
Desi Bistro,"Andheri, Mumbai",Andheri,Mumbai,"Japanese, Chinese, Continental",3.2,6980,1436
Tandoori Cafe,"New Town, Kolkata",New Town,Kolkata,Japanese,5.0,3270,2078
Desi Bistro,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"Bengali, Fusion",3.3,5638,1899
Royal Cafe,"Hitech City, Hyderabad",Hitech City,Hyderabad,"Mughlai, Thai, Bengali, South Indian",4.6,9475,512
Desi Eatery,"Koramangala, Bangalore",Koramangala,Bangalore,Mughlai,4.3,7859,2919
Desi Biryani,"Howrah, Kolkata",Howrah,Kolkata,"Street Food, Bengali",3.6,701,599
Royal Biryani,"Hinjewadi, Pune",Hinjewadi,Pune,"Fusion, Jain, Chinese, Continental",4.1,9311,442
Herbal Bistro,"T. Nagar, Chennai",T. Nagar,Chennai,"Bengali, Thai, Assamese",4.3,6336,1538
Urban Cafe,"Adyar, Chennai",Adyar,Chennai,"Chinese, Fusion, Jain",3.7,9495,2302
Urban Biryani,"Hinjewadi, Pune",Hinjewadi,Pune,"Japanese, Thai",3.2,4650,1782
Tandoori Dhaba,"New Town, Kolkata",New Town,Kolkata,"Thai, Chinese, Bengali, Street Food",3.4,1430,2194
Tandoori Biryani,"Whitefield, Bangalore",Whitefield,Bangalore,"Jain, Japanese, Chinese",4.7,785,1457
Royal Dhaba,"Bandra, Mumbai",Bandra,Mumbai,"Japanese, Fusion, Assamese, Thai",4.9,9551,2778
Royal Cafe,"Hinjewadi, Pune",Hinjewadi,Pune,"Street Food, Japanese, Bengali",3.5,8521,2179
Royal Eatery,"Salt Lake, Kolkata",Salt Lake,Kolkata,Continental,3.6,7855,585
Royal Cafe,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Jain, Continental",4.7,6525,326
Royal Eatery,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Mughlai, Fusion",4.9,2244,618
Herbal Biryani,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Thai, North Indian, Chinese, South Indian",3.6,5321,2819
Desi Bistro,"Whitefield, Bangalore",Whitefield,Bangalore,"North Indian, Chinese, Bengali, Mughlai",4.4,9279,734
Tandoori Dhaba,"Hinjewadi, Pune",Hinjewadi,Pune,Mughlai,3.6,6798,1589
Desi Eatery,"Bandra, Mumbai",Bandra,Mumbai,"Chinese, Fusion",4.0,3055,2767
Herbal Dhaba,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"Fusion, Continental, Chinese",4.4,1074,1255
Urban Bistro,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,"Jain, Assamese, Street Food, South Indian",4.6,6865,2154
Desi Eatery,"Andheri, Mumbai",Andheri,Mumbai,"Bengali, Fusion, Chinese",3.9,6487,541
Herbal Eatery,"Whitefield, Bangalore",Whitefield,Bangalore,"Assamese, Japanese, Chinese",3.9,7578,2487
Desi Cafe,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"Bengali, Street Food, Jain",4.7,2583,1594
Tandoori Eatery,"Powai, Mumbai",Powai,Mumbai,"North Indian, South Indian",3.4,879,941
Herbal Cafe,"Hitech City, Hyderabad",Hitech City,Hyderabad,"North Indian, Mughlai",3.6,530,2662
Tandoori Biryani,"Hinjewadi, Pune",Hinjewadi,Pune,Chinese,3.8,6043,2856
Royal Dhaba,"Juhu, Mumbai",Juhu,Mumbai,"Continental, Bengali, Mughlai",4.0,1028,986
Desi Cafe,"Howrah, Kolkata",Howrah,Kolkata,"Jain, Street Food, Fusion, North Indian",4.4,8902,1197
Royal Cafe,"Koregaon Park, Pune",Koregaon Park,Pune,"North Indian, Chinese",3.5,1848,448
Royal Cafe,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,Bengali,3.1,6524,2399
Royal Cafe,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,Japanese,4.1,2820,357
Desi Biryani,"Powai, Mumbai",Powai,Mumbai,"Continental, Chinese",3.7,7424,2473
Tandoori Bistro,"Indiranagar, Bangalore",Indiranagar,Bangalore,Assamese,4.0,7047,2277
Desi Bistro,"Velachery, Chennai",Velachery,Chennai,"Fusion, Jain",4.2,67,1407
Tandoori Eatery,"Whitefield, Bangalore",Whitefield,Bangalore,"Fusion, South Indian, North Indian",4.4,4413,2962
Tandoori Dhaba,"Anna Nagar, Chennai",Anna Nagar,Chennai,Japanese,4.4,2954,582
Royal Biryani,"Hinjewadi, Pune",Hinjewadi,Pune,"Thai, Assamese, Mughlai",4.6,6717,2739
Royal Cafe,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"Chinese, Thai",3.7,577,506
Tandoori Bistro,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Thai, Japanese, Chinese, Bengali",4.5,8242,1982
Desi Eatery,"Juhu, Mumbai",Juhu,Mumbai,Chinese,4.1,8174,2832
Urban Bistro,"Adyar, Chennai",Adyar,Chennai,"Japanese, Mughlai",4.1,9116,2267
Tandoori Cafe,"Anna Nagar, Chennai",Anna Nagar,Chennai,"South Indian, Mughlai, Thai",4.2,3620,413
Herbal Bistro,"New Town, Kolkata",New Town,Kolkata,"Bengali, Assamese, Fusion, Chinese",3.7,3986,558
Desi Bistro,"Bandra, Mumbai",Bandra,Mumbai,"North Indian, Mughlai",4.5,7903,346
Royal Biryani,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,"Fusion, Chinese, Continental",3.9,2293,1802
Royal Bistro,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,"South Indian, Street Food, Chinese, Jain",4.0,1733,806
Desi Biryani,"Salt Lake, Kolkata",Salt Lake,Kolkata,Assamese,3.2,7714,1727
Desi Biryani,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"Thai, Assamese, South Indian",4.2,9109,2240
Desi Biryani,"Park Street, Kolkata",Park Street,Kolkata,"Jain, Thai, Assamese",3.1,7881,1517
Tandoori Dhaba,"Park Street, Kolkata",Park Street,Kolkata,"Assamese, Street Food, South Indian, Chinese",3.2,4845,2198
Royal Bistro,"Anna Nagar, Chennai",Anna Nagar,Chennai,"North Indian, Chinese, Bengali",4.1,7496,911
Herbal Dhaba,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Continental, Bengali, Mughlai, Thai",3.9,2814,2633
Desi Bistro,"Howrah, Kolkata",Howrah,Kolkata,"North Indian, Continental, Mughlai, South Indian",3.6,1363,1695
Tandoori Bistro,"Viman Nagar, Pune",Viman Nagar,Pune,Jain,3.1,5465,1986
Royal Biryani,"Hinjewadi, Pune",Hinjewadi,Pune,"Japanese, Chinese",4.5,1506,2958
Royal Cafe,"New Town, Kolkata",New Town,Kolkata,"Japanese, Assamese, Street Food, Bengali",4.6,1516,379
Desi Cafe,"Hinjewadi, Pune",Hinjewadi,Pune,Thai,4.3,8006,1437
Herbal Cafe,"Whitefield, Bangalore",Whitefield,Bangalore,"Bengali, Assamese, Mughlai, Thai",4.6,4797,1406
Desi Dhaba,"Hitech City, Hyderabad",Hitech City,Hyderabad,"Bengali, Thai",3.9,2311,1465
Royal Eatery,"Powai, Mumbai",Powai,Mumbai,"Japanese, Jain, Mughlai, North Indian",4.4,8668,2530
Urban Cafe,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Fusion, North Indian, Continental, Thai",4.4,7963,2501
Desi Bistro,"Andheri, Mumbai",Andheri,Mumbai,Continental,4.0,5547,623
Desi Dhaba,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Mughlai, South Indian, Chinese, North Indian",4.7,3371,2011
