state,city,name,type,distance from airport,distance from bus stand,distance from railway station,rating,no of rating,best month to visit,famous activities,prefer for friends,prefer for couple,prefer for family with children,prefer for family without children,famous activities with rating,image
Telangana,Warangal,Ramappa Temple,Temple,160,7,9,4.6,3000,October/November/December,Architecture/Sculptures/History,TRUE,TRUE,TRUE,TRUE,"{'Architecture': 4.7, 'Sculptures': 4.8, 'History': 4.5}",Ramappa_Temple_Warangal_Telangana1744836707639.webp
Telangana,Warangal,Pakhal Lake,Lake,170,8,10,4,2000,October/November/December,Boating/Nature/Wildlife,TRUE,TRUE,TRUE,TRUE,"{'Boating': 4.1, 'Nature': 4.2, 'Wildlife': 4.0}",Pakhal_Lake_Warangal_Telangana1744836715596.webp
Telangana,Karimnagar,Lower Manair Dam,Dam,180,5,7,4.1,2500,October/November/December,Scenic View/Boating/Photography,TRUE,TRUE,TRUE,TRUE,"{'Scenic View': 4.2, 'Boating': 4.3, 'Photography': 4.0}",Lower_Manair_Dam_Karimnagar_Telangana1744836725182.webp
Telangana,Karimnagar,Rajiv Gandhi Deer Park,Park,175,4,6,3.9,1500,October/November/December,Wildlife/Nature/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Wildlife': 4.0, 'Nature': 4.1, 'Relaxation': 3.8}",Rajiv_Gandhi_Deer_Park_Karimnagar_Telangana1744836734666.webp
Telangana,Nizamabad,Nizam Sagar Dam,Dam,200,6,8,4.3,3000,October/November/December,Scenic View/Photography/Engineering Marvel,TRUE,TRUE,TRUE,TRUE,"{'Scenic View': 4.4, 'Photography': 4.5, 'Engineering Marvel': 4.2}",Nizam_Sagar_Dam_Nizamabad_Telangana1744836744690.webp
Telangana,Adilabad,Kuntala Waterfall,Waterfall,250,7,9,4.4,3500,October/November/December,Nature/Trekking/Photography,TRUE,TRUE,TRUE,TRUE,"{'Nature': 4.5, 'Trekking': 4.6, 'Photography': 4.3}",Kuntala_Waterfall_Adilabad_Telangana1744836752735.webp
Telangana,Adilabad,Pochera Waterfall,Waterfall,260,8,10,4.2,2000,October/November/December,Nature/Photography/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Nature': 4.3, 'Photography': 4.4, 'Relaxation': 4.1}",Pochera_Waterfall_Adilabad_Telangana1744836760718.webp
Telangana,Hyderabad,Shilparamam,Arts & Crafts Village,35,10,12,4.3,6500,October/November/December,Shopping/Cultural Events/Crafts,TRUE,TRUE,TRUE,TRUE,"{'Shopping': 4.4, 'Cultural Events': 4.5, 'Crafts': 4.2}",Shilparamam_Hyderabad_Telangana1744836768711.webp
Telangana,Hyderabad,Wonderla Amusement Park,Amusement Park,40,12,14,4.5,7500,October/November/December,Rides/Water Park/Entertainment,TRUE,TRUE,TRUE,TRUE,"{'Rides': 4.6, 'Water Park': 4.7, 'Entertainment': 4.4}",Wonderla_Amusement_Park_Hyderabad_Telangana1744864870863.webp
Telangana,Hyderabad,Snow World,Amusement Park,23,6,7,4,4500,October/November/December,Snow Activities/Ice Skating/Fun,TRUE,TRUE,TRUE,TRUE,"{'Snow Activities': 4.1, 'Ice Skating': 4.2, 'Fun': 4.0}",Snow_World_Hyderabad_Telangana1744836784407.webp
Telangana,Hyderabad,Durgam Cheruvu,Lake,33,9,11,4.2,5500,October/November/December,Boating/Cable Car/Scenic View,TRUE,TRUE,TRUE,TRUE,"{'Boating': 4.3, 'Cable Car': 4.4, 'Scenic View': 4.1}",Durgam_Cheruvu_Hyderabad_Telangana1744864879251.webp
Telangana,Hyderabad,Ocean Park,Water Park,38,11,13,4.1,3500,October/November/December,Water Rides/Swimming/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Water Rides': 4.2, 'Swimming': 4.3, 'Relaxation': 4.0}",Ocean_Park_Hyderabad_Telangana1744836800670.webp
Telangana,Medak,Medak Fort,Historical Site,120,4,5,4,2000,October/November/December,History/Architecture/Photography,TRUE,TRUE,TRUE,TRUE,"{'History': 4.1, 'Architecture': 4.2, 'Photography': 4.0}",Medak_Fort_Medak_Telangana1744836809545.webp
Telangana,Medak,Medak Church,Church,125,5,6,4.5,2500,October/November/December,Prayer/Architecture/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.6, 'Architecture': 4.7, 'Peaceful': 4.4}",Medak_Church_Medak_Telangana1744836818428.webp
Telangana,Yadadri Bhuvanagiri,Yadagirigutta Temple,Temple,80,3,4,4.7,8500,October/November/December,Prayer/Architecture/Spiritual,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.8, 'Architecture': 4.9, 'Spiritual': 4.6}",
Telangana,Mahbubnagar,Alampur Temples,Temple,180,6,7,4.4,3500,October/November/December,Prayer/Architecture/History,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.5, 'Architecture': 4.6, 'History': 4.3}",Alampur_Temples_Mahbubnagar_Telangana1744836827600.webp
Telangana,Mahbubnagar,Koilsagar Project,Dam,190,7,8,4.1,1500,October/November/December,Scenic View/Photography/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Scenic View': 4.2, 'Photography': 4.3, 'Relaxation': 4.0}",Koilsagar_Project_Mahbubnagar_Telangana1744836835548.webp
Telangana,Hyderabad,Sudha Cars Museum,Museum,29,7,9,3.8,1800,October/November/December,Cars/Innovation/Unique,TRUE,TRUE,TRUE,TRUE,"{'Cars': 3.9, 'Innovation': 4.0, 'Unique': 3.7}",Sudha_Cars_Museum_Hyderabad_Telangana1744836844607.webp
Telangana,Hyderabad,AP State Archaeology Museum,Museum,27,6,8,4.2,2800,October/November/December,History/Artifacts/Culture,TRUE,TRUE,TRUE,TRUE,"{'History': 4.3, 'Artifacts': 4.4, 'Culture': 4.1}",AP_State_Archaeology_Museum_Hyderabad_Telangana1744836854069.webp
Telangana,Hyderabad,NTR Gardens,Park,25,5,7,4,3800,October/November/December,Gardens/Entertainment/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Gardens': 4.1, 'Entertainment': 4.2, 'Relaxation': 4.0}",
Telangana,Hyderabad,Indira Park,Park,23,4,6,3.9,2300,October/November/December,Gardens/Walking/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Gardens': 4.0, 'Walking': 4.1, 'Relaxation': 3.9}",Indira_Park_Hyderabad_Telangana1744836862505.webp
Telangana,Hyderabad,Public Gardens,Park,26,5,7,4.1,1300,October/November/December,Gardens/Walking/Historical Buildings,TRUE,TRUE,TRUE,TRUE,"{'Gardens': 4.2, 'Walking': 4.3, 'Historical Buildings': 4.0}",Public_Gardens_Hyderabad_Telangana1744836870781.webp
Telangana,Hyderabad,Kasu Brahmananda Reddy National Park,Park,31,8,10,4.3,2600,October/November/December,Nature/Walking/Wildlife,TRUE,TRUE,TRUE,TRUE,"{'Nature': 4.4, 'Walking': 4.5, 'Wildlife': 4.2}",Kasu_Brahmananda_Reddy_National_Park_Hyderabad_Telangana1744836879518.webp
Telangana,Hyderabad,Mrugavani National Park,Park,36,10,12,4,1900,October/November/December,Wildlife/Nature/Safari,TRUE,TRUE,TRUE,TRUE,"{'Wildlife': 4.1, 'Nature': 4.2, 'Safari': 4.0}",Mrugavani_National_Park_Hyderabad_Telangana1744864888101.webp
Telangana,Hyderabad,Mahavir Harina Vanasthali National Park,Park,41,12,14,4.2,2100,October/November/December,Wildlife/Nature/Deer,TRUE,TRUE,TRUE,TRUE,"{'Wildlife': 4.3, 'Nature': 4.4, 'Deer': 4.1}",Mahavir_Harina_Vanasthali_National_Park_Hyderabad_Telangana1744836895733.webp
Telangana,Hyderabad,Kotla Vijayabhaskara Reddy Botanical Garden,Botanical Garden,34,9,11,4.4,2400,October/November/December,Plants/Flowers/Nature,TRUE,TRUE,TRUE,TRUE,"{'Plants': 4.5, 'Flowers': 4.6, 'Nature': 4.3}",Kotla_Vijayabhaskara_Reddy_Botanical_Garden_Hyderabad_Telangana1744836905091.webp
Telangana,Hyderabad,Lotus Pond,Pond,30,7,9,4.1,1600,October/November/December,Nature/Peaceful/Photography,TRUE,TRUE,TRUE,TRUE,"{'Nature': 4.2, 'Peaceful': 4.3, 'Photography': 4.0}",Lotus_Pond_Hyderabad_Telangana1744836913803.webp
Telangana,Hyderabad,Himayat Sagar,Lake,37,11,13,4.3,2900,October/November/December,Scenic View/Photography/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Scenic View': 4.4, 'Photography': 4.5, 'Relaxation': 4.2}",Himayat_Sagar_Hyderabad_Telangana1744836921836.webp
Telangana,Hyderabad,Osman Sagar,Lake,42,13,15,4,1400,October/November/December,Scenic View/Photography/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Scenic View': 4.1, 'Photography': 4.2, 'Relaxation': 4.0}",Osman_Sagar_Hyderabad_Telangana1744836930372.webp
Telangana,Hyderabad,Shamirpet Lake,Lake,45,14,16,4.2,1700,October/November/December,Scenic View/Boating/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Scenic View': 4.3, 'Boating': 4.4, 'Relaxation': 4.1}",Shamirpet_Lake_Hyderabad_Telangana1744836938849.webp
Telangana,Hyderabad,Ananthagiri Hills,Hills,85,15,17,4.5,3200,October/November/December,Trekking/Nature/Photography,TRUE,TRUE,TRUE,TRUE,"{'Trekking': 4.6, 'Nature': 4.7, 'Photography': 4.4}",Ananthagiri_Hills_Hyderabad_Telangana1744836948084.webp
Telangana,Hyderabad,Bhongir Fort,Historical Site,50,10,12,4.1,2200,October/November/December,History/Architecture/Trekking,TRUE,TRUE,TRUE,TRUE,"{'History': 4.2, 'Architecture': 4.3, 'Trekking': 4.0}",Bhongir_Fort_Hyderabad_Telangana1744836956287.webp
Telangana,Hyderabad,Rachakonda Fort,Historical Site,60,12,14,3.9,1500,October/November/December,History/Architecture/Trekking,TRUE,TRUE,TRUE,TRUE,"{'History': 4.0, 'Architecture': 4.1, 'Trekking': 3.9}",Rachakonda_Fort_Hyderabad_Telangana1744836964343.webp
Telangana,Hyderabad,Singur Dam,Dam,90,16,18,4.3,2700,October/November/December,Scenic View/Photography/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Scenic View': 4.4, 'Photography': 4.5, 'Relaxation': 4.2}",Singur_Dam_Hyderabad_Telangana1744836973369.webp
Telangana,Hyderabad,Nagarjuna Sagar Dam,Dam,150,20,22,4.6,3500,October/November/December,Scenic View/Photography/Boating,TRUE,TRUE,TRUE,TRUE,"{'Scenic View': 4.7, 'Photography': 4.8, 'Boating': 4.5}",Nagarjuna_Sagar_Dam_Hyderabad_Telangana1744836982195.webp
Telangana,Nalgonda,Nagarjunakonda,Historical Site,160,22,24,4.4,2800,October/November/December,History/Museum/Archaeology,TRUE,TRUE,TRUE,TRUE,"{'History': 4.5, 'Museum': 4.6, 'Archaeology': 4.3}",
Telangana,Hyderabad,Surendrapuri,Mythological Theme Park,45,11,13,4,2000,October/November/December,Mythology/Entertainment/Photography,TRUE,TRUE,TRUE,TRUE,"{'Mythology': 4.1, 'Entertainment': 4.2, 'Photography': 4.0}",Surendrapuri_Hyderabad_Telangana1744836989469.webp
Telangana,Hyderabad,Sanghi Temple,Temple,35,9,11,4.3,2500,October/November/December,Prayer/Architecture/Scenic View,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.4, 'Architecture': 4.5, 'Scenic View': 4.2}",Sanghi_Temple_Hyderabad_Telangana1744836997802.webp
Telangana,Hyderabad,Chilkur Balaji Temple,Temple,30,8,10,4.6,3000,October/November/December,Prayer/Spiritual/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.7, 'Spiritual': 4.8, 'Peaceful': 4.5}",Chilkur_Balaji_Temple_Hyderabad_Telangana1744837005543.webp
Telangana,Hyderabad,Spanish Mosque,Mosque,28,7,9,4.2,1800,October/November/December,Prayer/Architecture/Unique,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.3, 'Architecture': 4.4, 'Unique': 4.1}",Spanish_Mosque_Hyderabad_Telangana1744837014011.webp
Telangana,Hyderabad,Paigah Tombs,Historical Site,25,6,8,4.1,1500,October/November/December,History/Architecture/Photography,TRUE,TRUE,TRUE,TRUE,"{'History': 4.2, 'Architecture': 4.3, 'Photography': 4.0}",Paigah_Tombs_Hyderabad_Telangana1744837022827.webp
Telangana,Hyderabad,Raymonds Tomb,Historical Site,32,9,11,3.9,1200,October/November/December,History/Architecture/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'History': 4.0, 'Architecture': 4.1, 'Peaceful': 3.9}",Raymonds_Tomb_Hyderabad_Telangana1744837031313.webp
Telangana,Hyderabad,Taramati Baradari,Historical Site,38,10,12,4.3,2300,October/November/December,History/Architecture/Scenic View,TRUE,TRUE,TRUE,TRUE,"{'History': 4.4, 'Architecture': 4.5, 'Scenic View': 4.2}",Taramati_Baradari_Hyderabad_Telangana1744837040502.webp
Telangana,Hyderabad,Hayat Bakshi Begum Mosque,Mosque,40,11,13,4,1700,October/November/December,Prayer/Architecture/History,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.1, 'Architecture': 4.2, 'History': 4.0}",Hayat_Bakshi_Begum_Mosque_Hyderabad_Telangana1744837049133.webp
Telangana,Hyderabad,Khairtabad Ganesh,Temple,27,6,8,4.5,2800,October/November/December,Prayer/Festival/Sculpture,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.6, 'Festival': 4.7, 'Sculpture': 4.4}",Khairtabad_Ganesh_Hyderabad_Telangana1744837057529.webp
Telangana,Hyderabad,Falaknuma Palace,Palace,29,7,9,4.7,3300,October/November/December,History/Architecture/Luxury,TRUE,TRUE,TRUE,TRUE,"{'History': 4.8, 'Architecture': 4.9, 'Luxury': 4.6}",Falaknuma_Palace_Hyderabad_Telangana1744837065950.webp
Telangana,Hyderabad,Purani Haveli,Palace,26,5,7,4.2,2000,October/November/December,History/Architecture/Museum,TRUE,TRUE,TRUE,TRUE,"{'History': 4.3, 'Architecture': 4.4, 'Museum': 4.1}",Purani_Haveli_Hyderabad_Telangana1744837074145.webp
Telangana,Hyderabad,Asman Garh Palace,Palace,33,9,11,4,1400,October/November/December,History/Architecture/Scenic View,TRUE,TRUE,TRUE,TRUE,"{'History': 4.1, 'Architecture': 4.2, 'Scenic View': 4.0}",Asman_Garh_Palace_Hyderabad_Telangana1744837083311.webp
Telangana,Hyderabad,Bella Vista,Palace,31,8,10,3.8,1100,October/November/December,History/Architecture/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'History': 3.9, 'Architecture': 4.0, 'Peaceful': 3.8}",Bella_Vista_Hyderabad_Telangana1744837092739.webp
Telangana,Hyderabad,Errum Manzil,Palace,24,4,6,4.1,1600,October/November/December,History/Architecture/Photography,TRUE,TRUE,TRUE,TRUE,"{'History': 4.2, 'Architecture': 4.3, 'Photography': 4.0}",Errum_Manzil_Hyderabad_Telangana1744837100572.webp
Telangana,Hyderabad,King Kothi Palace,Palace,29,7,9,4.3,2100,October/November/December,History/Architecture/Royal Life,TRUE,TRUE,TRUE,TRUE,"{'History': 4.4, 'Architecture': 4.5, 'Royal Life': 4.2}",King_Kothi_Palace_Hyderabad_Telangana1744837108533.webp
Telangana,Hyderabad,British Residency,Historical Site,27,6,8,4,1900,October/November/December,History/Architecture/Photography,TRUE,TRUE,TRUE,TRUE,"{'History': 4.1, 'Architecture': 4.2, 'Photography': 4.0}",British_Residency_Hyderabad_Telangana1744837116602.webp
Telangana,Hyderabad,Mahbub Mansion,Historical Site,34,9,11,3.9,1300,October/November/December,History/Architecture/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'History': 4.0, 'Architecture': 4.1, 'Peaceful': 3.9}",Mahbub_Mansion_Hyderabad_Telangana1744837125322.webp
Telangana,Hyderabad,Hill Fort Palace,Palace,30,8,10,4.2,2400,October/November/December,History/Architecture/Scenic View,TRUE,TRUE,TRUE,TRUE,"{'History': 4.3, 'Architecture': 4.4, 'Scenic View': 4.1}",Hill_Fort_Palace_Hyderabad_Telangana1744837132696.webp
Telangana,Hyderabad,Osmania University,University,32,9,11,4.4,2900,October/November/December,Architecture/Education/Campus,TRUE,TRUE,TRUE,TRUE,"{'Architecture': 4.5, 'Education': 4.6, 'Campus': 4.3}",Osmania_University_Hyderabad_Telangana1744837140627.webp
Telangana,Hyderabad,Telangana State Legislative Assembly,Government Building,28,7,9,4.1,1600,October/November/December,Architecture/Government/Photography,TRUE,TRUE,TRUE,TRUE,"{'Architecture': 4.2, 'Government': 4.3, 'Photography': 4.0}",Telangana_State_Legislative_Assembly_Hyderabad_Telangana1744837148221.webp
Telangana,Hyderabad,Telangana High Court,Government Building,26,5,7,4.3,2100,October/November/December,Architecture/Law/History,TRUE,TRUE,TRUE,TRUE,"{'Architecture': 4.4, 'Law': 4.5, 'History': 4.2}",Telangana_High_Court_Hyderabad_Telangana1744837156580.webp
Telangana,Hyderabad,State Central Library,Library,25,4,6,4,1400,October/November/December,Books/Reading/Architecture,TRUE,TRUE,TRUE,TRUE,"{'Books': 4.1, 'Reading': 4.2, 'Architecture': 4.0}",State_Central_Library_Hyderabad_Telangana1744837164825.webp
Telangana,Hyderabad,French Tomb,Historical Site,31,8,10,3.8,1000,October/November/December,History/Architecture/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'History': 3.9, 'Architecture': 4.0, 'Peaceful': 3.8}",French_Tomb_Hyderabad_Telangana1744837172634.webp
Telangana,Hyderabad,St. Joseph's Cathedral,Church,29,7,9,4.5,2600,October/November/December,Prayer/Architecture/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.6, 'Architecture': 4.7, 'Peaceful': 4.4}",St._Joseph's_Cathedral_Hyderabad_Telangana1744837181381.webp
Telangana,Hyderabad,All Saints Church,Church,27,6,8,4.2,1800,October/November/December,Prayer/Architecture/History,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.3, 'Architecture': 4.4, 'History': 4.1}",All_Saints_Church_Hyderabad_Telangana1744837190472.webp
Telangana,Hyderabad,St. Mary's Church,Church,33,9,11,4,1500,October/November/December,Prayer/Architecture/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.1, 'Architecture': 4.2, 'Peaceful': 4.0}",St._Mary's_Church_Hyderabad_Telangana1744837198572.webp
Telangana,Hyderabad,Secunderabad Clock Tower,Landmark,24,5,7,3.9,1200,October/November/December,History/Architecture/Photography,TRUE,TRUE,TRUE,TRUE,"{'History': 4.0, 'Architecture': 4.1, 'Photography': 3.9}",Secunderabad_Clock_Tower_Hyderabad_Telangana1744837207829.webp
Telangana,Hyderabad,Tank Bund,Road,22,4,6,4.3,2300,October/November/December,Walking/Scenic View/Photography,TRUE,TRUE,TRUE,TRUE,"{'Walking': 4.4, 'Scenic View': 4.5, 'Photography': 4.2}",Tank_Bund_Hyderabad_Telangana1744837216171.webp
Telangana,Hyderabad,Necklace Road,Road,25,5,7,4.1,1700,October/November/December,Walking/Scenic View/Photography,TRUE,TRUE,TRUE,TRUE,"{'Walking': 4.2, 'Scenic View': 4.3, 'Photography': 4.0}",Necklace_Road_Hyderabad_Telangana1744837225038.webp
Telangana,Hyderabad,PV Narasimha Rao Marg,Road,28,7,9,3.8,1100,October/November/December,Driving/Scenic View/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Driving': 3.9, 'Scenic View': 4.0, 'Relaxation': 3.8}",PV_Narasimha_Rao_Marg_Hyderabad_Telangana1744837232944.webp
Telangana,Hyderabad,Sanjeevaiah Park,Park,23,4,6,4,1900,October/November/December,Gardens/Walking/Relaxation,TRUE,TRUE,TRUE,TRUE,"{'Gardens': 4.1, 'Walking': 4.2, 'Relaxation': 4.0}",Sanjeevaiah_Park_Hyderabad_Telangana1744837241759.webp
Telangana,Hyderabad,Indira Gandhi National Open University Regional Center,Educational Institution,30,8,10,4.2,1600,October/November/December,Education/Campus/Architecture,TRUE,TRUE,TRUE,TRUE,"{'Education': 4.3, 'Campus': 4.4, 'Architecture': 4.1}",Indira_Gandhi_National_Open_University_Regional_Center_Hyderabad_Telangana1744837250636.webp
Telangana,Hyderabad,Administrative Staff College of India,Educational Institution,35,10,12,4.4,2100,October/November/December,Education/Campus/Architecture,TRUE,TRUE,TRUE,TRUE,"{'Education': 4.5, 'Campus': 4.6, 'Architecture': 4.3}",Administrative_Staff_College_of_India_Hyderabad_Telangana1744837259803.webp
Telangana,Hyderabad,National Institute of Nutrition,Research Institute,27,6,8,4.1,1300,October/November/December,Research/Education/Campus,TRUE,TRUE,TRUE,TRUE,"{'Research': 4.2, 'Education': 4.3, 'Campus': 4.0}",National_Institute_of_Nutrition_Hyderabad_Telangana1744837268351.webp
Telangana,Hyderabad,Centre for Cellular and Molecular Biology,Research Institute,32,9,11,4.3,1800,October/November/December,Research/Science/Education,TRUE,TRUE,TRUE,TRUE,"{'Research': 4.4, 'Science': 4.5, 'Education': 4.2}",Centre_for_Cellular_and_Molecular_Biology_Hyderabad_Telangana1744837277585.webp
Telangana,Hyderabad,National Geophysical Research Institute,Research Institute,34,10,12,4,1000,October/November/December,Research/Science/Education,TRUE,TRUE,TRUE,TRUE,"{'Research': 4.1, 'Science': 4.2, 'Education': 4.0}",National_Geophysical_Research_Institute_Hyderabad_Telangana1744837286071.webp
Telangana,Hyderabad,Indian Institute of Chemical Technology,Research Institute,36,11,13,4.2,1500,October/November/December,Research/Science/Education,TRUE,TRUE,TRUE,TRUE,"{'Research': 4.3, 'Science': 4.4, 'Education': 4.1}",Indian_Institute_of_Chemical_Technology_Hyderabad_Telangana1744837295511.webp
Telangana,Hyderabad,Defence Research and Development Organisation,Research Institute,38,12,14,4.4,2000,October/November/December,Research/Science/Technology,TRUE,TRUE,TRUE,TRUE,"{'Research': 4.5, 'Science': 4.6, 'Technology': 4.3}",Defence_Research_and_Development_Organisation_Hyderabad_Telangana1744864896248.webp
Telangana,Hyderabad,Electronics Corporation of India Limited,Industry,40,13,15,4.1,1200,October/November/December,Technology/Industry/Engineering,TRUE,TRUE,TRUE,TRUE,"{'Technology': 4.2, 'Industry': 4.3, 'Engineering': 4.0}",Electronics_Corporation_of_India_Limited_Hyderabad_Telangana1744837312374.webp
Telangana,Hyderabad,Bharat Heavy Electricals Limited,Industry,42,14,16,3.9,900,October/November/December,Industry/Engineering/Manufacturing,TRUE,TRUE,TRUE,TRUE,"{'Industry': 4.0, 'Engineering': 4.1, 'Manufacturing': 3.9}",Bharat_Heavy_Electricals_Limited_Hyderabad_Telangana1744837321196.webp
Telangana,Hyderabad,Hindustan Aeronautics Limited,Industry,44,15,17,4.3,1700,October/November/December,Aerospace/Industry/Engineering,TRUE,TRUE,TRUE,TRUE,"{'Aerospace': 4.4, 'Industry': 4.5, 'Engineering': 4.2}",Hindustan_Aeronautics_Limited_Hyderabad_Telangana1744837330848.webp
Telangana,Hyderabad,Indian Drugs and Pharmaceuticals Limited,Industry,46,16,18,4,1400,October/November/December,Pharmaceuticals/Industry/Manufacturing,TRUE,TRUE,TRUE,TRUE,"{'Pharmaceuticals': 4.1, 'Industry': 4.2, 'Manufacturing': 4.0}",
Telangana,Hyderabad,Moula Ali Dargah,Religious Site,20,3,5,4.6,4000,October/November/December,Prayer/Spiritual/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.7, 'Spiritual': 4.8, 'Peaceful': 4.5}",Moula_Ali_Dargah_Hyderabad_Telangana1744837339978.webp
Telangana,Hyderabad,Yella Reddy Guda Dargah,Religious Site,25,5,7,4.3,2500,October/November/December,Prayer/Spiritual/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.4, 'Spiritual': 4.5, 'Peaceful': 4.2}",Yella_Reddy_Guda_Dargah_Hyderabad_Telangana1744837348704.webp
Telangana,Hyderabad,Dargah Hussain Shah Wali,Religious Site,30,8,10,4,1800,October/November/December,Prayer/Spiritual/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.1, 'Spiritual': 4.2, 'Peaceful': 4.0}",Dargah_Hussain_Shah_Wali_Hyderabad_Telangana1744837357716.webp
Telangana,Hyderabad,Karmanghat Hanuman Temple,Temple,35,10,12,4.5,3000,October/November/December,Prayer/Spiritual/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.6, 'Spiritual': 4.7, 'Peaceful': 4.4}",Karmanghat_Hanuman_Temple_Hyderabad_Telangana1744837366607.webp
Telangana,Hyderabad,ISKCON Hyderabad,Temple,40,12,14,4.7,4500,October/November/December,Prayer/Spiritual/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.8, 'Spiritual': 4.9, 'Peaceful': 4.6}",ISKCON_Hyderabad_Hyderabad_Telangana1744837374873.webp
Telangana,Hyderabad,Jagannath Temple,Temple,45,14,16,4.3,2800,October/November/December,Prayer/Spiritual/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.4, 'Spiritual': 4.5, 'Peaceful': 4.2}",Jagannath_Temple_Hyderabad_Telangana1744837383173.webp
Telangana,Hyderabad,Ashtalakshmi Temple,Temple,50,16,18,4,2000,October/November/December,Prayer/Spiritual/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.1, 'Spiritual': 4.2, 'Peaceful': 4.0}",Ashtalakshmi_Temple_Hyderabad_Telangana1744837391586.webp
Telangana,Hyderabad,Peddamma Temple,Temple,55,18,20,4.2,2300,October/November/December,Prayer/Spiritual/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.3, 'Spiritual': 4.4, 'Peaceful': 4.1}",Peddamma_Temple_Hyderabad_Telangana1744837399506.webp
Telangana,Hyderabad,Ujjaini Mahankali Temple,Temple,60,20,22,4.4,2600,October/November/December,Prayer/Spiritual/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.5, 'Spiritual': 4.6, 'Peaceful': 4.3}",Ujjaini_Mahankali_Temple_Hyderabad_Telangana1744837407082.webp
Telangana,Hyderabad,Simhapuri Colony Ayyappa Temple,Temple,65,22,24,4.1,1500,October/November/December,Prayer/Spiritual/Peaceful,TRUE,TRUE,TRUE,TRUE,"{'Prayer': 4.2, 'Spiritual': 4.3, 'Peaceful': 4.0}",Simhapuri_Colony_Ayyappa_Temple_Hyderabad_Telangana1744837415411.webp
